Gene ,Gene Name,miRNA ,Target Score,Human
Crebzf,CREB/ATF bZIP transcription factor,miR-222-3p,80,✓
Adipor1,adiponectin receptor 1,miR-222-3p,80,✓
Paip1,polyadenylate binding protein-interacting protein 1,miR-200c-3p,80,✓
Mapre1,"microtubule-associated protein, RP/EB family, member 1",miR-200c-3p,80,✓
Adamts3,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 3",miR-200c-3p,80,✓
Reck,reversion-inducing-cysteine-rich protein with kazal motifs,miR-200c-3p,80,✓
Mtf2,metal response element binding transcription factor 2,miR-200c-3p,80,✓
Lrrk2,leucine-rich repeat kinase 2,miR-200c-3p,80,✓
Prkg1,"protein kinase, cGMP-dependent, type I",miR-200c-3p,80,✓
Mgp,matrix Gla protein,miR-200c-3p,80,✓
Zc3h4,zinc finger CCCH-type containing 4,miR-200c-3p,80,✓
Ensa,endosulfine alpha,miR-200c-3p,80,✓
Nek9,NIMA (never in mitosis gene a)-related expressed kinase 9,miR-200c-3p,80,✓
Prdm1,"PR domain containing 1, with ZNF domain",miR-200c-3p,80,✓
Nck1,non-catalytic region of tyrosine kinase adaptor protein 1,miR-200c-3p,80,✓
Tbx5,T-box 5,miR-200c-3p,80,✓
Arl5a,ADP-ribosylation factor-like 5A,miR-200c-3p,80,✓
Bahd1,bromo adjacent homology domain containing 1,miR-200a-3p,80,✓
Slc6a14,"solute carrier family 6 (neurotransmitter transporter), member 14",miR-200a-3p,80,✓
Siglecf,sialic acid binding Ig-like lectin F,miR-200a-3p,80,
Vcan,versican,miR-200a-3p,80,✓
Kbtbd4,kelch repeat and BTB (POZ) domain containing 4,miR-200a-3p,80,✓
Kank2,KN motif and ankyrin repeat domains 2,miR-200a-3p,80,✓
Ywhag,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide",miR-200a-3p,80,✓
Paqr9,progestin and adipoQ receptor family member IX,miR-200a-3p,80,✓
Stx17,syntaxin 17,miR-200a-3p,80,✓
Ugt1a6b,"UDP glucuronosyltransferase 1 family, polypeptide A6B",miR-200a-3p,80,
Slc25a3,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 3",miR-200a-3p,80,✓
Cdc42,cell division cycle 42,miR-200a-3p,80,✓
Gria4,"glutamate receptor, ionotropic, AMPA4 (alpha 4)",miR-200a-3p,80,✓
Unc5c,unc-5 netrin receptor C,miR-200a-3p,80,✓
Mme,membrane metallo endopeptidase,miR-200a-3p,80,✓
Slc35d1,"solute carrier family 35 (UDP-glucuronic acid/UDP-N-acetylgalactosamine dual transporter), member D1",miR-200a-3p,80,✓
Cers6,ceramide synthase 6,miR-200a-3p,80,✓
Kcna4,"potassium voltage-gated channel, shaker-related subfamily, member 4",miR-200a-3p,80,✓
Rb1cc1,RB1-inducible coiled-coil 1,miR-200a-3p,80,✓
Spg21,"SPG21, maspardin",miR-143-3p,80,✓
Tpm4,tropomyosin 4,miR-143-3p,80,✓
Srrm4,serine/arginine repetitive matrix 4,miR-143-3p,80,✓
Appl2,"adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2",miR-143-3p,80,✓
Ptpn13,"protein tyrosine phosphatase, non-receptor type 13",miR-143-3p,80,✓
Gm5622,predicted gene 5622,miR-143-3p,80,
Stox2,storkhead box 2,miR-143-3p,80,✓
Unc5a,unc-5 netrin receptor A,miR-143-3p,80,✓
Zfp950,zinc finger protein 950,miR-143-3p,80,
Rnf146,ring finger protein 146,miR-143-3p,80,✓
Nr6a1,"nuclear receptor subfamily 6, group A, member 1",miR-143-3p,80,✓
Rsrc2,arginine/serine-rich coiled-coil 2,miR-143-3p,80,✓
Pcdhb11,protocadherin beta 11,miR-143-3p,80,✓
Hnrnpl,heterogeneous nuclear ribonucleoprotein L,miR-203-3p,79,✓
Adam1b,a disintegrin and metallopeptidase domain 1b,miR-203-3p,79,
Tada1,transcriptional adaptor 1,miR-203-3p,79,✓
Zfp292,zinc finger protein 292,miR-203-3p,79,
Tub,tubby bipartite transcription factor,miR-203-3p,79,✓
Tex21,testis expressed gene 21,miR-203-3p,79,
Tmem33,transmembrane protein 33,miR-203-3p,79,✓
Twf1,twinfilin actin binding protein 1,miR-203-3p,79,✓
Barx1,BarH-like homeobox 1,miR-203-3p,79,✓
Susd6,sushi domain containing 6,miR-203-3p,79,✓
Srsf1,serine/arginine-rich splicing factor 1,miR-203-3p,79,✓
Hbp1,high mobility group box transcription factor 1,miR-203-3p,79,✓
D6Wsu163e,"DNA segment, Chr 6, Wayne State University 163, expressed",miR-203-3p,79,
Prr11,proline rich 11,miR-203-3p,79,✓
Pxn,paxillin,miR-203-3p,79,✓
Stxbp4,syntaxin binding protein 4,miR-203-3p,79,✓
Rbm44,RNA binding motif protein 44,miR-203-3p,79,✓
Slc45a4,"solute carrier family 45, member 4",miR-203-3p,79,✓
Tent5d,terminal nucleotidyltransferase 5D,miR-203-3p,79,✓
Robo1,roundabout guidance receptor 1,miR-203-3p,79,✓
Vdac3,voltage-dependent anion channel 3,miR-203-3p,79,✓
Gapt,"Grb2-binding adaptor, transmembrane",miR-203-3p,79,✓
Dr1,down-regulator of transcription 1,miR-203-3p,79,✓
Sp4,trans-acting transcription factor 4,miR-203-3p,79,✓
Tspyl5,"testis-specific protein, Y-encoded-like 5",miR-374b-3p,79,✓
Nrcam,neuronal cell adhesion molecule,miR-374b-3p,79,✓
Entpd1,ectonucleoside triphosphate diphosphohydrolase 1,miR-374b-3p,79,✓
Chek1,checkpoint kinase 1,miR-374b-3p,79,✓
Cops2,COP9 signalosome subunit 2,miR-374b-3p,79,✓
Zfp799,zinc finger protein 799,miR-30b-3p,79,
Nlrp1a,"NLR family, pyrin domain containing 1A",miR-30b-3p,79,
Hmgn1,high mobility group nucleosomal binding domain 1,miR-30b-3p,79,✓
Taf3,TATA-box binding protein associated factor 3,miR-30b-3p,79,✓
Foxn1,forkhead box N1,miR-30b-3p,79,✓
Ccdc93,coiled-coil domain containing 93,let-7g-3p,79,✓
Gabrg2,"gamma-aminobutyric acid (GABA) A receptor, subunit gamma 2",let-7g-3p,79,✓
Srm,spermidine synthase,let-7g-3p,79,✓
Glce,glucuronyl C5-epimerase,let-7g-3p,79,✓
Ube3a,ubiquitin protein ligase E3A,let-7g-3p,79,✓
Dlgap2,DLG associated protein 2,let-7g-3p,79,✓
Wdr33,WD repeat domain 33,let-7g-3p,79,✓
Lgr5,leucine rich repeat containing G protein coupled receptor 5,let-7g-3p,79,✓
Abhd8,abhydrolase domain containing 8,let-7g-3p,79,✓
Cdc14a,CDC14 cell division cycle 14A,let-7g-3p,79,✓
Slain2,"SLAIN motif family, member 2",let-7g-3p,79,✓
Tnrc6a,trinucleotide repeat containing 6a,let-7g-3p,79,✓
Phkb,phosphorylase kinase beta,let-7g-3p,79,✓
Fam102b,"family with sequence similarity 102, member B",let-7g-3p,79,✓
Cadm3,cell adhesion molecule 3,let-7g-3p,79,✓
Col23a1,"collagen, type XXIII, alpha 1",let-7g-3p,79,✓
Slc5a12,"solute carrier family 5 (sodium/glucose cotransporter), member 12",let-7g-3p,79,✓
Katnal1,katanin p60 subunit A-like 1,miR-23a-3p,79,✓
Isl1,"ISL1 transcription factor, LIM/homeodomain",miR-23a-3p,79,✓
Styx,serine/threonine/tyrosine interaction protein,miR-23a-3p,79,✓
Rbm6,RNA binding motif protein 6,miR-23a-3p,79,✓
Ipo5,importin 5,miR-23a-3p,79,✓
Irf2,interferon regulatory factor 2,miR-23a-3p,79,✓
5730455P16Rik,RIKEN cDNA 5730455P16 gene,miR-23a-3p,79,
Trpc3,"transient receptor potential cation channel, subfamily C, member 3",miR-23a-3p,79,✓
Stard3nl,STARD3 N-terminal like,miR-23a-3p,79,✓
Rprd2,regulation of nuclear pre-mRNA domain containing 2,miR-23a-3p,79,✓
Tet3,tet methylcytosine dioxygenase 3,miR-23a-3p,79,✓
Tmem167,transmembrane protein 167,miR-23a-3p,79,✓
Elavl4,ELAV like RNA binding protein 4,miR-23a-3p,79,✓
Epgn,epithelial mitogen,miR-23a-3p,79,✓
Nap1l1,nucleosome assembly protein 1-like 1,miR-23a-3p,79,✓
Bnip3l,BCL2/adenovirus E1B interacting protein 3-like,miR-23a-3p,79,✓
Clcn3,"chloride channel, voltage-sensitive 3",miR-23a-3p,79,✓
Usp46,ubiquitin specific peptidase 46,miR-23a-3p,79,✓
Sipa1l1,signal-induced proliferation-associated 1 like 1,miR-23a-3p,79,✓
Hic1,hypermethylated in cancer 1,miR-23a-3p,79,✓
Fancd2os,Fancd2 opposite strand,miR-23a-3p,79,✓
Rad21,RAD21 cohesin complex component,miR-23a-3p,79,✓
Spry2,sprouty RTK signaling antagonist 2,miR-23a-3p,79,✓
Galnt13,polypeptide N-acetylgalactosaminyltransferase 13,miR-23a-3p,79,✓
Angptl2,angiopoietin-like 2,miR-222-3p,79,✓
Ntf3,neurotrophin 3,miR-222-3p,79,✓
Bmpr1a,"bone morphogenetic protein receptor, type 1A",miR-222-3p,79,✓
Cobl,cordon-bleu WH2 repeat,miR-222-3p,79,✓
Golga1,"golgi autoantigen, golgin subfamily a, 1",miR-222-3p,79,✓
Lims1,LIM and senescent cell antigen-like domains 1,miR-222-3p,79,✓
Itga3,integrin alpha 3,miR-222-3p,79,✓
Cxcl12,chemokine (C-X-C motif) ligand 12,miR-222-3p,79,✓
Olfr658,olfactory receptor 658,miR-222-3p,79,
Agps,alkylglycerone phosphate synthase,miR-222-3p,79,✓
Dusp1,dual specificity phosphatase 1,miR-200c-3p,79,✓
Slc6a11,"solute carrier family 6 (neurotransmitter transporter, GABA), member 11",miR-200c-3p,79,✓
Nog,noggin,miR-200c-3p,79,✓
Rbfox3,"RNA binding protein, fox-1 homolog (C. elegans) 3",miR-200c-3p,79,✓
Kdm7a,lysine (K)-specific demethylase 7A,miR-200c-3p,79,✓
Map4k4,mitogen-activated protein kinase kinase kinase kinase 4,miR-200c-3p,79,✓
Fubp1,far upstream element (FUSE) binding protein 1,miR-200c-3p,79,✓
Hlf,hepatic leukemia factor,miR-200c-3p,79,✓
Pdzph1,PDZ and pleckstrin homology domains 1,miR-200c-3p,79,
Reep1,receptor accessory protein 1,miR-200c-3p,79,✓
Casr,calcium-sensing receptor,miR-200c-3p,79,✓
St3gal2,"ST3 beta-galactoside alpha-2,3-sialyltransferase 2",miR-200c-3p,79,✓
Msl2,MSL complex subunit 2,miR-200c-3p,79,✓
Arhgef17,Rho guanine nucleotide exchange factor (GEF) 17,miR-200c-3p,79,✓
Nrsn1,neurensin 1,miR-200c-3p,79,✓
Rnf5,ring finger protein 5,miR-200c-3p,79,✓
Robo2,roundabout guidance receptor 2,miR-200c-3p,79,✓
Dnajb9,DnaJ heat shock protein family (Hsp40) member B9,miR-200c-3p,79,✓
Elf2,E74-like factor 2,miR-200c-3p,79,✓
Gem,GTP binding protein (gene overexpressed in skeletal muscle),miR-200c-3p,79,✓
Sox1,SRY (sex determining region Y)-box 1,miR-200c-3p,79,✓
Rspry1,ring finger and SPRY domain containing 1,miR-200c-3p,79,✓
Rapgef2,Rap guanine nucleotide exchange factor (GEF) 2,miR-200a-3p,79,✓
Klhl24,kelch-like 24,miR-200a-3p,79,✓
Camsap1,calmodulin regulated spectrin-associated protein 1,miR-200a-3p,79,✓
Sytl5,synaptotagmin-like 5,miR-200a-3p,79,✓
Nme1,NME/NM23 nucleoside diphosphate kinase 1,miR-200a-3p,79,✓
Fam168a,"family with sequence similarity 168, member A",miR-200a-3p,79,✓
Arhgef3,Rho guanine nucleotide exchange factor (GEF) 3,miR-200a-3p,79,✓
Cacna2d4,"calcium channel, voltage-dependent, alpha 2/delta subunit 4",miR-200a-3p,79,✓
Papolg,poly(A) polymerase gamma,miR-200a-3p,79,✓
Jkamp,JNK1/MAPK8-associated membrane protein,miR-200a-3p,79,✓
Rbm46,RNA binding motif protein 46,miR-200a-3p,79,✓
Arf2,ADP-ribosylation factor 2,miR-200a-3p,79,✓
Asxl2,"additional sex combs like 2, transcriptional regulator",miR-200a-3p,79,✓
Nampt,nicotinamide phosphoribosyltransferase,miR-200a-3p,79,✓
Foxj1,forkhead box J1,miR-200a-3p,79,✓
Lin28b,lin-28 homolog B (C. elegans),miR-200a-3p,79,✓
Tacc1,"transforming, acidic coiled-coil containing protein 1",miR-200a-3p,79,✓
Frem1,Fras1 related extracellular matrix protein 1,miR-143-3p,79,✓
Asb5,ankyrin repeat and SOCs box-containing 5,miR-143-3p,79,✓
Lamc2,"laminin, gamma 2",miR-143-3p,79,✓
G2e3,G2/M-phase specific E3 ubiquitin ligase,miR-143-3p,79,✓
Wars2,tryptophanyl tRNA synthetase 2 (mitochondrial),miR-143-3p,79,✓
Itga6,integrin alpha 6,miR-143-3p,79,✓
Rnf6,ring finger protein (C3H2C3 type) 6,miR-143-3p,79,✓
Gnb5,"guanine nucleotide binding protein (G protein), beta 5",miR-143-3p,79,✓
Akap6,A kinase (PRKA) anchor protein 6,miR-143-3p,79,✓
Mal2,"mal, T cell differentiation protein 2",miR-143-3p,79,✓
Azin1,antizyme inhibitor 1,miR-203-3p,78,✓
Tyw3,tRNA-yW synthesizing protein 3 homolog (S. cerevisiae),miR-203-3p,78,✓
Zfp91,zinc finger protein 91,miR-203-3p,78,✓
Fgfr1op,Fgfr1 oncogene partner,miR-203-3p,78,✓
Dcp2,decapping mRNA 2,miR-203-3p,78,✓
Sec24a,"Sec24 related gene family, member A (S. cerevisiae)",miR-203-3p,78,✓
Mapk8,mitogen-activated protein kinase 8,miR-203-3p,78,✓
Vezf1,vascular endothelial zinc finger 1,miR-203-3p,78,✓
Cps1,carbamoyl-phosphate synthetase 1,miR-203-3p,78,✓
Adam30,a disintegrin and metallopeptidase domain 30,miR-203-3p,78,✓
Car8,carbonic anhydrase 8,miR-203-3p,78,
Uri1,"URI1, prefoldin-like chaperone",miR-203-3p,78,✓
U2surp,U2 snRNP-associated SURP domain containing,miR-203-3p,78,✓
Scn3a,"sodium channel, voltage-gated, type III, alpha",miR-203-3p,78,✓
Akap6,A kinase (PRKA) anchor protein 6,miR-203-3p,78,✓
Dusp19,dual specificity phosphatase 19,miR-203-3p,78,✓
Arid4a,AT rich interactive domain 4A (RBP1-like),miR-203-3p,78,✓
Mtfr2,mitochondrial fission regulator 2,miR-203-3p,78,✓
Gspt1,G1 to S phase transition 1,miR-203-3p,78,✓
Ubxn8,UBX domain protein 8,miR-203-3p,78,✓
Sub1,SUB1 homolog (S. cerevisiae),miR-203-3p,78,✓
Appl1,"adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1",miR-203-3p,78,✓
Col14a1,"collagen, type XIV, alpha 1",miR-203-3p,78,✓
Tcf4,transcription factor 4,miR-203-3p,78,✓
Kat6a,K(lysine) acetyltransferase 6A,miR-203-3p,78,✓
Ranbp6,RAN binding protein 6,miR-203-3p,78,✓
Fut9,fucosyltransferase 9,miR-203-3p,78,✓
Msantd4,Myb/SANT-like DNA-binding domain containing 4 with coiled-coils,miR-374b-3p,78,✓
Gimap8,"GTPase, IMAP family member 8",miR-374b-3p,78,✓
Naaladl2,N-acetylated alpha-linked acidic dipeptidase-like 2,miR-374b-3p,78,✓
Stk38,serine/threonine kinase 38,miR-374b-3p,78,✓
Dnajb7,DnaJ heat shock protein family (Hsp40) member B7,miR-374b-3p,78,✓
Pex19,peroxisomal biogenesis factor 19,miR-30b-3p,78,✓
Rnf13,ring finger protein 13,miR-30b-3p,78,✓
Rnf44,ring finger protein 44,miR-30b-3p,78,✓
Epsti1,epithelial stromal interaction 1 (breast),miR-30b-3p,78,✓
Colec12,collectin sub-family member 12,miR-30b-3p,78,✓
Wdr43,WD repeat domain 43,let-7g-3p,78,✓
Dna2,DNA replication helicase/nuclease 2,let-7g-3p,78,✓
Limch1,LIM and calponin homology domains 1,let-7g-3p,78,✓
Adgrb3,adhesion G protein-coupled receptor B3,let-7g-3p,78,✓
Ptp4a2,protein tyrosine phosphatase 4a2,let-7g-3p,78,✓
Etf1,eukaryotic translation termination factor 1,let-7g-3p,78,✓
Foxp1,forkhead box P1,let-7g-3p,78,✓
Cnot4,"CCR4-NOT transcription complex, subunit 4",let-7g-3p,78,✓
Arhgap44,Rho GTPase activating protein 44,let-7g-3p,78,✓
Runx1t1,RUNX1 translocation partner 1,let-7g-3p,78,✓
Galnt7,polypeptide N-acetylgalactosaminyltransferase 7,let-7g-3p,78,✓
Clock,circadian locomotor output cycles kaput,let-7g-3p,78,✓
Myo5a,myosin VA,let-7g-3p,78,✓
Slc34a2,"solute carrier family 34 (sodium phosphate), member 2",let-7g-3p,78,✓
Kcnj10,"potassium inwardly-rectifying channel, subfamily J, member 10",let-7g-3p,78,✓
Pot1a,protection of telomeres 1A,let-7g-3p,78,
Pyroxd2,pyridine nucleotide-disulphide oxidoreductase domain 2,miR-23a-3p,78,✓
Dhrs11,dehydrogenase/reductase (SDR family) member 11,miR-23a-3p,78,✓
Ell2,elongation factor RNA polymerase II 2,miR-23a-3p,78,✓
Palb2,partner and localizer of BRCA2,miR-23a-3p,78,✓
Myo9a,myosin IXa,miR-23a-3p,78,✓
Erbb4,erb-b2 receptor tyrosine kinase 4,miR-23a-3p,78,✓
Ppp1r16b,"protein phosphatase 1, regulatory subunit 16B",miR-23a-3p,78,✓
Hmgn2,high mobility group nucleosomal binding domain 2,miR-23a-3p,78,✓
Acer2,alkaline ceramidase 2,miR-23a-3p,78,✓
Fnbp1l,formin binding protein 1-like,miR-23a-3p,78,✓
Mfsd14a,major facilitator superfamily domain containing 14A,miR-23a-3p,78,✓
Ppp1r3c,"protein phosphatase 1, regulatory subunit 3C",miR-23a-3p,78,✓
Adam22,a disintegrin and metallopeptidase domain 22,miR-222-3p,78,✓
Rbm24,RNA binding motif protein 24,miR-222-3p,78,✓
Nkiras1,NFKB inhibitor interacting Ras-like protein 1,miR-222-3p,78,✓
Rala,v-ral simian leukemia viral oncogene A (ras related),miR-222-3p,78,✓
Cep41,centrosomal protein 41,miR-200c-3p,78,✓
Chst2,carbohydrate sulfotransferase 2,miR-200c-3p,78,✓
Zfr,zinc finger RNA binding protein,miR-200c-3p,78,✓
St3gal6,"ST3 beta-galactoside alpha-2,3-sialyltransferase 6",miR-200c-3p,78,✓
Edem3,"ER degradation enhancer, mannosidase alpha-like 3",miR-200c-3p,78,✓
Sema3a,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A",miR-200c-3p,78,✓
Rundc1,RUN domain containing 1,miR-200c-3p,78,✓
Ints2,integrator complex subunit 2,miR-200c-3p,78,✓
Glcci1,glucocorticoid induced transcript 1,miR-200c-3p,78,✓
Cdyl2,"chromodomain protein, Y chromosome-like 2",miR-200c-3p,78,✓
Gjc1,"gap junction protein, gamma 1",miR-200c-3p,78,✓
Mpdz,multiple PDZ domain protein,miR-200c-3p,78,✓
Pim2,proviral integration site 2,miR-200c-3p,78,✓
Dot1l,"DOT1-like, histone H3 methyltransferase (S. cerevisiae)",miR-200c-3p,78,✓
Nfya,nuclear transcription factor-Y alpha,miR-200c-3p,78,✓
Marcks,myristoylated alanine rich protein kinase C substrate,miR-200c-3p,78,✓
Smg8,"smg-8 homolog, nonsense mediated mRNA decay factor (C. elegans)",miR-200c-3p,78,✓
Desi1,desumoylating isopeptidase 1,miR-200c-3p,78,✓
Dtna,dystrobrevin alpha,miR-200c-3p,78,✓
Wnk1,WNK lysine deficient protein kinase 1,miR-200c-3p,78,✓
Rnf2,ring finger protein 2,miR-200c-3p,78,✓
4430402I18Rik,RIKEN cDNA 4430402I18 gene,miR-200c-3p,78,
Adcy2,adenylate cyclase 2,miR-200c-3p,78,✓
Pdpk1,3-phosphoinositide dependent protein kinase 1,miR-200c-3p,78,✓
Prkacb,"protein kinase, cAMP dependent, catalytic, beta",miR-200c-3p,78,✓
Ppp4r2,"protein phosphatase 4, regulatory subunit 2",miR-200c-3p,78,✓
Naa60,"N(alpha)-acetyltransferase 60, NatF catalytic subunit",miR-200a-3p,78,✓
Exoc3,exocyst complex component 3,miR-200a-3p,78,✓
Dock10,dedicator of cytokinesis 10,miR-200a-3p,78,✓
Plxna4,plexin A4,miR-200a-3p,78,✓
Mbtps2,"membrane-bound transcription factor peptidase, site 2",miR-200a-3p,78,✓
Siah1a,siah E3 ubiquitin protein ligase 1A,miR-200a-3p,78,
Zfp462,zinc finger protein 462,miR-200a-3p,78,
Dnajc28,DnaJ heat shock protein family (Hsp40) member C28,miR-200a-3p,78,✓
Fam126b,"family with sequence similarity 126, member B",miR-200a-3p,78,✓
Nudcd1,NudC domain containing 1,miR-200a-3p,78,✓
Mbtd1,mbt domain containing 1,miR-200a-3p,78,✓
Sdc2,syndecan 2,miR-200a-3p,78,✓
Pank3,pantothenate kinase 3,miR-200a-3p,78,✓
Taok2,TAO kinase 2,miR-143-3p,78,✓
Creb5,cAMP responsive element binding protein 5,miR-143-3p,78,✓
Prkce,"protein kinase C, epsilon",miR-143-3p,78,✓
Fscn1,fascin actin-bundling protein 1,miR-143-3p,78,✓
Tmc2,transmembrane channel-like gene family 2,miR-143-3p,78,✓
Fbxo46,F-box protein 46,miR-143-3p,78,✓
Clcn3,"chloride channel, voltage-sensitive 3",miR-143-3p,78,✓
Arl15,ADP-ribosylation factor-like 15,miR-143-3p,78,✓
Clec7a,"C-type lectin domain family 7, member a",miR-143-3p,78,✓
Sinhcaf,SIN3-HDAC complex associated factor,miR-143-3p,78,✓
Ccn2,cellular communication network factor 1,miR-143-3p,78,✓
Unc5d,unc-5 netrin receptor D,miR-203-3p,77,✓
Dhrs11,dehydrogenase/reductase (SDR family) member 11,miR-203-3p,77,✓
Cbl,Casitas B-lineage lymphoma,miR-203-3p,77,✓
Zfp987,zinc finger protein 987,miR-203-3p,77,
Dcun1d3,"DCN1, defective in cullin neddylation 1, domain containing 3 (S. cerevisiae)",miR-203-3p,77,✓
Col10a1,"collagen, type X, alpha 1",miR-203-3p,77,✓
Zfp449,zinc finger protein 449,miR-203-3p,77,
Zfp654,zinc finger protein 654,miR-203-3p,77,
Mapk9,mitogen-activated protein kinase 9,miR-203-3p,77,✓
Lce3e,late cornified envelope 3E,miR-203-3p,77,✓
Mtss1l,metastasis suppressor 1-like,miR-203-3p,77,✓
Phf14,PHD finger protein 14,miR-203-3p,77,✓
Rtl6,retrotransposon Gag like 6,miR-203-3p,77,✓
Mecp2,methyl CpG binding protein 2,miR-203-3p,77,✓
Onecut2,"one cut domain, family member 2",miR-203-3p,77,✓
Fbxl7,F-box and leucine-rich repeat protein 7,miR-203-3p,77,✓
Mucl3,mucin like 3,miR-125b-1-3p,77,✓
Ntrk3,"neurotrophic tyrosine kinase, receptor, type 3",miR-374b-3p,77,✓
Fignl1,fidgetin-like 1,miR-374b-3p,77,✓
Sgpp1,sphingosine-1-phosphate phosphatase 1,miR-374b-3p,77,✓
Wfdc8,WAP four-disulfide core domain 8,miR-30b-3p,77,✓
Plxdc1,plexin domain containing 1,miR-30b-3p,77,✓
Itgbl1,"integrin, beta-like 1",miR-30b-3p,77,✓
Pip4k2a,"phosphatidylinositol-5-phosphate 4-kinase, type II, alpha",miR-30b-3p,77,✓
Narf,nuclear prelamin A recognition factor,miR-30b-3p,77,✓
Snai1,snail family zinc finger 1,let-7g-3p,77,✓
Hcfc1,host cell factor C1,let-7g-3p,77,✓
Abca1,"ATP-binding cassette, sub-family A (ABC1), member 1",let-7g-3p,77,✓
Arpp21,"cyclic AMP-regulated phosphoprotein, 21",let-7g-3p,77,✓
Mast1,microtubule associated serine/threonine kinase 1,let-7g-3p,77,✓
Ranbp3l,RAN binding protein 3-like,let-7g-3p,77,✓
Slc44a2,"solute carrier family 44, member 2",let-7g-3p,77,✓
Rsad1,radical S-adenosyl methionine domain containing 1,let-7g-3p,77,✓
Tbx2,T-box 2,let-7g-3p,77,✓
Sult1d1,"sulfotransferase family 1D, member 1",let-7g-3p,77,
Nfkb2,"nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100",let-7g-3p,77,✓
Tmprss15,"transmembrane protease, serine 15",let-7g-3p,77,✓
Azin1,antizyme inhibitor 1,miR-23a-3p,77,✓
Dpp10,dipeptidylpeptidase 10,miR-23a-3p,77,✓
Sys1,SYS1 Golgi-localized integral membrane protein homolog (S. cerevisiae),miR-23a-3p,77,✓
